"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Unreal","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s","Auto classification"
"193074","AT 2025aebi","10:54:24.710","+31:14:18.43","","","","","WFST","WFST","","WFST","WFST-GW251113abkmr","WFST - WFST-WFC","","1","1","","21.51","r-WFST","2025-11-13 22:24:57.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193073","AT 2025aebh","10:45:12.450","+32:17:48.82","","","","","WFST","WFST","","WFST","WFST-GW251113abhaq","WFST - WFST-WFC","","1","1","","21.49","r-WFST","2025-11-13 22:24:57.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193072","AT 2025aebg","10:45:11.820","+31:18:20.38","","","","","WFST","WFST","","WFST","WFST-GW251113abeun","WFST - WFST-WFC","","1","1","","21.63","r-WFST","2025-11-13 22:24:57.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193071","AT 2025aebf","11:02:23.860","+29:17:00.30","","","","","WFST","WFST","","WFST","WFST-GW251113aajdv","WFST - WFST-WFC","","1","1","","21.71","r-WFST","2025-11-13 22:20:38.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193070","AT 2025aebe","10:48:32.740","+27:25:14.05","","","","","WFST","WFST","","WFST","WFST-GW251113aabwg","WFST - WFST-WFC","","1","1","","21.02","r-WFST","2025-11-13 22:20:38.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193069","AT 2025aebd","10:24:26.120","+28:02:47.21","","","","","WFST","WFST","","WFST","WFST-GW251113zejo","WFST - WFST-WFC","","1","1","","22","r-WFST","2025-11-13 22:17:45.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193068","AT 2025aebc","10:10:44.620","+23:23:17.51","","","","","WFST","WFST","","WFST","WFST-GW251113wyer","WFST - WFST-WFC","","1","1","","21.54","r-WFST","2025-11-13 22:10:33.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193067","AT 2025aebb","10:17:14.780","+21:32:40.65","","","","","WFST","WFST","","WFST","WFST-GW251113ncyp","WFST - WFST-WFC","","1","1","","21.22","g-WFST","2025-11-13 20:48:28.800","WFST_SN","","","2025TNSTR4623....1X","","",""
"193066","AT 2025aeba","10:24:02.620","+22:14:19.19","","","","","WFST","WFST","","WFST","WFST-GW251113myce","WFST - WFST-WFC","","1","1","","20.55","g-WFST","2025-11-13 20:47:02.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193065","AT 2025aeaz","10:20:08.960","+25:30:36.16","","","","","WFST","WFST","","WFST","WFST-GW251113mfzk","WFST - WFST-WFC","","1","1","","21.48","g-WFST","2025-11-13 20:42:43.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193064","AT 2025aeay","10:49:37.080","+27:59:22.21","","","","","WFST","WFST","","WFST","WFST-GW251113lmga","WFST - WFST-WFC","","1","1","","21.33","g-WFST","2025-11-13 20:39:50.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193063","AT 2025aeax","10:55:54.740","+33:10:17.71","","","","","WFST","WFST","","WFST","WFST-GW251113ijlp","WFST - WFST-WFC","","1","1","","21.09","g-WFST","2025-11-13 20:31:12.000","WFST_SN","","","2025TNSTR4623....1X","","",""
"193062","AT 2025aeaw","10:48:51.600","+32:32:17.85","","","","","WFST","WFST","","WFST","WFST-GW251113hxky","WFST - WFST-WFC","","1","1","","21.27","g-WFST","2025-11-13 20:29:45.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193061","AT 2025aeav","11:24:10.900","+38:23:19.04","","","","","WFST","WFST","","WFST","WFST-GW251113gstn","WFST - WFST-WFC","","1","1","","21.42","g-WFST","2025-11-13 20:25:26.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193060","AT 2025aeau","11:22:38.900","+37:06:20.23","","","","","WFST","WFST","","WFST","WFST-GW251113gotp","WFST - WFST-WFC","","1","1","","20.99","g-WFST","2025-11-13 20:25:26.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193059","AT 2025aeat","11:24:34.660","+39:55:23.66","","","","","WFST","WFST","","WFST","WFST-GW251112adcwp","WFST - WFST-WFC","","1","1","","21.18","g-WFST","2025-11-12 22:06:14.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193058","AT 2025aeas","11:33:03.440","+38:52:26.88","","","","","WFST","WFST","","WFST","WFST-GW251112adcme","WFST - WFST-WFC","","1","1","","20.98","g-WFST","2025-11-12 22:06:14.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193057","AT 2025aear","11:10:57.080","+34:17:44.84","","","","","WFST","WFST","","WFST","WFST-GW251113hdfg","WFST - WFST-WFC","","1","1","","21.44","g-WFST","2025-11-09 21:05:45.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193056","AT 2025aeaq","11:00:32.160","+31:43:28.10","","","","","WFST","WFST","","WFST","WFST-GW251113abjhc","WFST - WFST-WFC","","1","1","","19.85","r-WFST","2025-11-13 22:24:57.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193055","AT 2025aeap","11:12:00.420","+32:30:28.54","","","","","WFST","WFST","","WFST","WFST-GW251113abxrz","WFST - WFST-WFC","","1","1","","21.24","r-WFST","2025-11-13 22:27:50.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193054","AT 2025aeao","11:10:12.740","+31:47:16.52","","","","","WFST","WFST","","WFST","WFST-GW251113abpbz","WFST - WFST-WFC","","1","1","","21.68","r-WFST","2025-11-13 22:26:24.000","WFST_SN","","","2025TNSTR4623....1X","","",""
"193053","AT 2025aean","11:09:13.220","+30:49:35.53","","","","","WFST","WFST","","WFST","WFST-GW251113abozw","WFST - WFST-WFC","","1","1","","21.53","r-WFST","2025-11-13 22:26:24.000","WFST_SN","","","2025TNSTR4623....1X","","",""
"193052","AT 2025aeam","11:10:19.400","+30:42:01.20","","","","","WFST","WFST","","WFST","WFST-GW251113abozr","WFST - WFST-WFC","","1","1","","21.63","r-WFST","2025-11-13 22:26:24.000","WFST_SN","","","2025TNSTR4623....1X","","",""
"193051","AT 2025aeal","10:37:22.530","+32:40:01.49","","","","","WFST","WFST","","WFST","WFST-GW251113acsku","WFST - WFST-WFC","","1","1","","21.58","r-WFST","2025-11-13 22:30:43.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193050","AT 2025aeak","11:03:04.120","+37:01:05.47","","","","","WFST","WFST","","WFST","WFST-GW251113aexud","WFST - WFST-WFC","","1","1","","21.81","r-WFST","2025-11-13 22:36:28.800","WFST_SN","","","2025TNSTR4623....1X","","",""
"193049","AT 2025aeaj","11:17:25.020","+35:46:45.47","","","","","WFST","WFST","","WFST","WFST-GW251114cwze","WFST - WFST-WFC","","1","1","","21.71","g-WFST","2025-11-14 20:21:07.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193048","AT 2025aeai","10:57:11.340","+34:46:55.81","","","","","WFST","WFST","","WFST","WFST-GW251113hmoi","WFST - WFST-WFC","","1","1","","21.44","g-WFST","2025-11-13 20:28:19.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193047","AT 2025aeah","11:00:24.850","+34:21:43.93","","","","","WFST","WFST","","WFST","WFST-GW251113adaqk","WFST - WFST-WFC","","1","1","","21.35","r-WFST","2025-11-13 22:30:43.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193046","AT 2025aeag","11:04:24.210","+33:30:10.52","","","","","WFST","WFST","","WFST","WFST-GW251113iuvm","WFST - WFST-WFC","","1","1","","21.09","g-WFST","2025-11-13 20:32:38.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193045","AT 2025aeaf","10:59:33.620","+31:40:26.99","","","","","WFST","WFST","","WFST","WFST-GW251113abjcz","WFST - WFST-WFC","","1","1","","20.53","r-WFST","2025-11-13 22:24:57.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193044","AT 2025aeae","10:58:40.920","+39:20:22.57","","","","","WFST","WFST","","WFST","WFST-GW251113fmgf","WFST - WFST-WFC","","1","1","","20.51","g-WFST","2025-11-13 20:22:33.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193043","AT 2025aead","10:54:55.610","+34:18:41.57","","","","","WFST","WFST","","WFST","WFST-GW251113acgts","WFST - WFST-WFC","","1","1","","21","r-WFST","2025-11-13 22:29:16.800","WFST_SN","","","2025TNSTR4623....1X","","",""
"193042","AT 2025aeac","10:28:40.170","+21:35:59.33","","","","","WFST","WFST","","WFST","WFST-GW251113xhqj","WFST - WFST-WFC","","1","1","","20.88","r-WFST","2025-11-13 22:09:07.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193041","AT 2025aeab","10:14:42.420","+20:36:49.35","","","","","WFST","WFST","","WFST","WFST-GW251113nlzm","WFST - WFST-WFC","","1","1","","21.51","g-WFST","2025-11-13 20:49:55.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193040","AT 2025aeaa","10:20:27.610","+23:40:04.61","","","","","WFST","WFST","","WFST","WFST-GW251113ment","WFST - WFST-WFC","","1","1","","21.91","g-WFST","2025-11-13 20:42:43.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193039","AT 2025adzz","10:54:04.840","+26:51:53.87","","","","","WFST","WFST","","WFST","WFST-GW251113zytk","WFST - WFST-WFC","","1","1","","21.23","r-WFST","2025-11-13 22:20:38.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193038","AT 2025adzy","10:29:20.400","+26:38:57.81","","","","","WFST","WFST","","WFST","WFST-GW251113zbfr","WFST - WFST-WFC","","1","1","","21.48","r-WFST","2025-11-13 22:17:45.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193037","AT 2025adzx","10:30:55.650","+28:00:02.00","","","","","WFST","WFST","","WFST","WFST-GW251113aaszm","WFST - WFST-WFC","","1","1","","21.71","r-WFST","2025-11-13 22:23:31.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193036","AT 2025adzw","10:46:01.330","+30:03:03.57","","","","","WFST","WFST","","WFST","WFST-GW251113jvix","WFST - WFST-WFC","","1","1","","21.55","g-WFST","2025-11-13 20:35:31.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193035","AT 2025adzv","10:40:31.400","+28:47:19.40","","","","","WFST","WFST","","WFST","WFST-GW251113kdpw","WFST - WFST-WFC","","1","1","","22.02","g-WFST","2025-11-13 20:36:57.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193034","AT 2025adzu","10:25:04.760","+24:42:28.22","","","","","WFST","WFST","","WFST","WFST-GW251113mcmj","WFST - WFST-WFC","","1","1","","21.88","g-WFST","2025-11-13 20:42:43.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193033","AT 2025adzt","12:36:13.580","+55:50:48.60","","","","","WFST","WFST","","WFST","WFST-GW251113antns","WFST - WFST-WFC","","1","1","","21.21","r-WFST","2025-11-13 23:06:43.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193032","AT 2025adzs","11:40:45.450","+53:57:51.80","","","","","WFST","WFST","","WFST","WFST-GW251113anaju","WFST - WFST-WFC","","1","1","","21.94","r-WFST","2025-11-13 23:05:16.800","WFST_SN","","","2025TNSTR4623....1X","","",""
"193031","AT 2025adzr","12:04:57.770","+54:33:53.13","","","","","WFST","WFST","","WFST","WFST-GW251113amtlq","WFST - WFST-WFC","","1","1","","21.38","r-WFST","2025-11-13 23:03:50.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193030","AT 2025adzq","12:13:33.050","+54:16:09.19","","","","","WFST","WFST","","WFST","WFST-GW251113amsty","WFST - WFST-WFC","","1","1","","21.96","r-WFST","2025-11-13 23:03:50.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193029","AT 2025adzp","12:18:18.060","+54:02:15.07","","","","","WFST","WFST","","WFST","WFST-GW251113amgac","WFST - WFST-WFC","","1","1","","21.83","r-WFST","2025-11-13 23:02:24.000","WFST_SN","","","2025TNSTR4623....1X","","",""
"193028","AT 2025adzo","12:13:46.260","+53:28:37.63","","","","","WFST","WFST","","WFST","WFST-GW251113amdgr","WFST - WFST-WFC","","1","1","","21.61","r-WFST","2025-11-13 23:02:24.000","WFST_SN","","","2025TNSTR4623....1X","","",""
"193027","AT 2025adzn","12:46:07.570","+52:52:39.14","","","","","WFST","WFST","","WFST","WFST-GW251113alrop","WFST - WFST-WFC","","1","1","","20.08","r-WFST","2025-11-13 23:00:57.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193026","AT 2025adzm","12:16:41.440","+53:10:06.75","","","","","WFST","WFST","","WFST","WFST-GW251113almip","WFST - WFST-WFC","","1","1","","21.46","r-WFST","2025-11-13 22:59:31.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193025","AT 2025adzl","12:27:59.030","+52:14:54.69","","","","","WFST","WFST","","WFST","WFST-GW251113alkoa","WFST - WFST-WFC","","1","1","","21.72","r-WFST","2025-11-13 22:59:31.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193024","AT 2025adzk","12:20:29.050","+51:02:51.77","","","","","WFST","WFST","","WFST","WFST-GW251113algiq","WFST - WFST-WFC","","1","1","","21.36","r-WFST","2025-11-13 22:59:31.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193023","AT 2025adzj","12:12:18.920","+51:15:19.95","","","","","WFST","WFST","","WFST","WFST-GW251113ajudk","WFST - WFST-WFC","","1","1","","21.7","r-WFST","2025-11-13 22:55:12.000","WFST_SN","","","2025TNSTR4623....1X","","",""
"193022","AT 2025adzi","12:19:09.010","+50:41:50.64","","","","","WFST","WFST","","WFST","WFST-GW251113ajttg","WFST - WFST-WFC","","1","1","","21.74","r-WFST","2025-11-13 22:55:12.000","WFST_SN","","","2025TNSTR4623....1X","","",""
"193021","AT 2025adzh","11:56:44.890","+48:18:59.09","","","","","WFST","WFST","","WFST","WFST-GW251113ajkgy","WFST - WFST-WFC","","1","1","","21.6","r-WFST","2025-11-13 22:53:45.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193020","AT 2025adzg","11:27:46.510","+46:46:41.60","","","","","WFST","WFST","","WFST","WFST-GW251113aiwjj","WFST - WFST-WFC","","1","1","","21.86","r-WFST","2025-11-13 22:50:52.800","WFST_SN","","","2025TNSTR4623....1X","","",""
"193019","AT 2025adzf","11:45:53.240","+45:27:25.08","","","","","WFST","WFST","","WFST","WFST-GW251113aihox","WFST - WFST-WFC","","1","1","","21.57","r-WFST","2025-11-13 22:49:26.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193018","AT 2025adze","12:01:23.200","+44:15:51.96","","","","","WFST","WFST","","WFST","WFST-GW251113aiawh","WFST - WFST-WFC","","1","1","","21.15","r-WFST","2025-11-13 22:48:00.000","WFST_SN","","","2025TNSTR4623....1X","","",""
"193017","AT 2025adzd","11:29:55.150","+44:36:57.16","","","","","WFST","WFST","","WFST","WFST-GW251113ahtfc","WFST - WFST-WFC","","1","1","","21.92","r-WFST","2025-11-13 22:45:07.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193016","AT 2025adzc","11:22:03.010","+42:56:13.04","","","","","WFST","WFST","","WFST","WFST-GW251113agvgd","WFST - WFST-WFC","","1","1","","21.05","r-WFST","2025-11-13 22:42:14.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193015","AT 2025adzb","11:37:18.270","+42:46:53.95","","","","","WFST","WFST","","WFST","WFST-GW251113ezha","WFST - WFST-WFC","","1","1","","21.43","g-WFST","2025-11-13 20:18:14.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193014","AT 2025adza","11:38:19.150","+42:36:42.41","","","","","WFST","WFST","","WFST","WFST-GW251113ezdb","WFST - WFST-WFC","","1","1","","21.95","g-WFST","2025-11-13 20:18:14.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193013","AT 2025adyz","12:04:37.730","+55:03:26.00","","","","","WFST","WFST","","WFST","WFST-GW251113akvw","WFST - WFST-WFC","","1","1","","21.03","g-WFST","2025-11-13 19:58:04.800","WFST_SN","","","2025TNSTR4623....1X","","",""
"193012","AT 2025adyy","12:28:13.560","+58:20:06.68","","","","","WFST","WFST","","WFST","WFST-GW251113jno","WFST - WFST-WFC","","1","1","","20.72","g-WFST","2025-11-13 19:52:19.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193011","AT 2025adyx","12:30:07.050","+58:30:07.77","","","","","WFST","WFST","","WFST","WFST-GW251113jjf","WFST - WFST-WFC","","1","1","","20.94","g-WFST","2025-11-13 19:52:19.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193010","AT 2025adyw","12:01:33.450","+44:39:41.55","","","","","WFST","WFST","","WFST","WFST-GW251112aqago","WFST - WFST-WFC","","1","1","","21.25","r-WFST","2025-11-12 22:53:45.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193009","AT 2025adyv","11:56:21.380","+50:32:35.68","","","","","WFST","WFST","","WFST","WFST-GW251112agwxq","WFST - WFST-WFC","","1","1","","20.08","r-WFST","2025-11-12 22:23:31.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"193008","AT 2025adyu","11:40:12.440","+43:31:15.50","","","","","WFST","WFST","","WFST","WFST-GW251112afgmn","WFST - WFST-WFC","","1","1","","21.34","r-WFST","2025-11-12 22:17:45.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"193007","AT 2025adyt","11:39:08.050","+51:30:49.88","","","","","WFST","WFST","","WFST","WFST-GW251112zlzo","WFST - WFST-WFC","","1","1","","21.77","g-WFST","2025-11-12 21:51:50.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193006","AT 2025adys","11:46:25.030","+52:52:16.79","","","","","WFST","WFST","","WFST","WFST-GW251111eyase","WFST - WFST-WFC","","1","1","","21.4","r-WFST","2025-11-11 22:20:38.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193005","AT 2025adyr","11:48:26.730","+54:16:53.75","","","","","WFST","WFST","","WFST","WFST-GW251111eykja","WFST - WFST-WFC","","1","1","","20.07","r-WFST","2025-11-11 22:20:38.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193004","AT 2025adyq","11:44:27.820","+51:14:58.54","","","","","WFST","WFST","","WFST","WFST-GW251112zizg","WFST - WFST-WFC","","1","1","","19.99","g-WFST","2025-11-12 21:51:50.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193003","AT 2025adyp","12:04:12.610","+46:42:30.26","","","","","WFST","WFST","","WFST","WFST-GW251112xfoh","WFST - WFST-WFC","","1","1","","21.12","g-WFST","2025-11-12 21:46:04.800","WFST_SN","","","2025TNSTR4623....1X","","",""
"193002","AT 2025adyo","11:30:01.310","+44:41:00.56","","","","","WFST","WFST","","WFST","WFST-GW251111eseqh","WFST - WFST-WFC","","1","1","","20.6","r-WFST","2025-11-11 22:07:40.800","WFST_SN","","","2025TNSTR4623....1X","","",""
"193001","AT 2025adyn","11:43:20.890","+53:29:03.65","","","","","WFST","WFST","","WFST","WFST-GW251112zixa","WFST - WFST-WFC","","1","1","","21.17","g-WFST","2025-11-12 21:51:50.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"193000","AT 2025adym","11:19:39.680","+41:34:35.38","","","","","WFST","WFST","","WFST","WFST-GW251113agqot","WFST - WFST-WFC","","1","1","","21.41","r-WFST","2025-11-13 22:42:14.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"192999","AT 2025adyl","11:11:23.870","+40:30:08.31","","","","","WFST","WFST","","WFST","WFST-GW251113agyjx","WFST - WFST-WFC","","1","1","","21.5","r-WFST","2025-11-13 22:43:40.800","WFST_SN","","","2025TNSTR4623....1X","","",""
"192998","AT 2025adyk","12:42:30.500","+54:37:34.12","","","","","WFST","WFST","","WFST","WFST-GW251113alqzn","WFST - WFST-WFC","","1","1","","21.04","r-WFST","2025-11-13 23:00:57.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"192997","AT 2025adyj","11:51:10.490","+55:03:15.33","","","","","WFST","WFST","","WFST","WFST-GW251113amvxm","WFST - WFST-WFC","","1","1","","21.5","r-WFST","2025-11-13 23:05:16.800","WFST_SN","","","2025TNSTR4623....1X","","",""
"192996","AT 2025adyi","10:15:09.300","+17:18:30.08","","","","","WFST","WFST","","WFST","WFST-GW251113uaqh","WFST - WFST-WFC","","1","1","","21.33","r-WFST","2025-11-13 22:04:48.000","WFST_SN","","","2025TNSTR4623....1X","","",""
"192995","AT 2025adyh","10:07:53.610","+16:12:43.76","","","","","WFST","WFST","","WFST","WFST-GW251113peqr","WFST - WFST-WFC","","1","1","","21.26","g-WFST","2025-11-13 20:54:14.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"192994","AT 2025adyg","10:56:55.080","+37:52:25.65","","","","","WFST","WFST","","WFST","WFST-GW251113gcqo","WFST - WFST-WFC","","1","1","","21.45","g-WFST","2025-11-13 20:22:33.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"192993","AT 2025adyf","11:45:41.090","+49:44:19.95","","","","","WFST","WFST","","WFST","WFST-GW251112agwpx","WFST - WFST-WFC","","1","1","","21.58","r-WFST","2025-11-12 22:23:31.200","WFST_SN","","","2025TNSTR4623....1X","","",""
"192992","AT 2025adye","11:45:25.330","+41:04:41.34","","","","","WFST","WFST","","WFST","WFST-GW251112aeqik","WFST - WFST-WFC","","1","1","","21.2","g-WFST","2025-11-12 22:12:00.000","WFST_SN","","","2025TNSTR4623....1X","","",""
"192991","AT 2025adyd","11:51:51.900","+53:30:23.61","","","","","WFST","WFST","","WFST","WFST-GW251112zueg","WFST - WFST-WFC","","1","1","","21.39","g-WFST","2025-11-12 21:51:50.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"192990","AT 2025adyc","12:04:44.630","+51:53:58.85","","","","","WFST","WFST","","WFST","WFST-GW251112zucm","WFST - WFST-WFC","","1","1","","20.36","g-WFST","2025-11-12 21:51:50.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"192989","AT 2025adyb","11:40:38.650","+53:22:03.78","","","","","WFST","WFST","","WFST","WFST-GW251112zjmq","WFST - WFST-WFC","","1","1","","21","g-WFST","2025-11-12 21:51:50.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"192988","AT 2025adya","10:27:47.590","+17:41:55.46","","","","","WFST","WFST","","WFST","WFST-GW251113ompj","WFST - WFST-WFC","","1","1","","21.03","g-WFST","2025-11-13 20:52:48.000","WFST_SN","","","2025TNSTR4623....1X","","",""
"192987","AT 2025adxz","11:19:47.030","+40:53:50.70","","","","","WFST","WFST","","WFST","WFST-GW251113enmd","WFST - WFST-WFC","","1","1","","20.52","g-WFST","2025-11-13 20:18:14.400","WFST_SN","","","2025TNSTR4623....1X","","",""
"192986","AT 2025adxy","10:53:10.150","+36:54:13.45","","","","","WFST","WFST","","WFST","WFST-GW251113fxze","WFST - WFST-WFC","","1","1","","21.47","g-WFST","2025-11-13 20:22:33.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"192985","AT 2025adxx","11:00:48.230","+38:51:20.61","","","","","WFST","WFST","","WFST","WFST-GW251113fxyf","WFST - WFST-WFC","","1","1","","20.27","g-WFST","2025-11-13 20:22:33.600","WFST_SN","","","2025TNSTR4623....1X","","",""
"192984","AT 2025adxw","10:55:04.620","+33:58:48.20","","","","","WFST","WFST","","WFST","WFST-GW251113acgto","WFST - WFST-WFC","","1","1","","21.75","r-WFST","2025-11-13 22:29:16.800","WFST_SN","","","2025TNSTR4623....1X","","",""
"192983","AT 2025adxv","10:14:42.730","+18:26:54.52","","","","","WFST","WFST","","WFST","WFST-GW251113otxz","WFST - WFST-WFC","","1","1","","21.04","g-WFST","2025-11-13 20:54:14.400","WFST_SN","","","2025TNSTR4623....1X","","",""
